Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
1.83139     0.00006     0.00006     0.00001     105.20791   21.60176    
1.83670     0.00006     0.00006     0.00000     131.85343   23.98183    
1.84422     0.00006     0.00006     0.00001     105.32394   22.17395    
1.84936     0.00006     0.00006     0.00000     184.97543   11.31416    
1.85082     0.00006     0.00006     0.00000     106.59426   19.57339    
1.85321     0.00007     0.00006     0.00000     145.07574   14.67622    
1.85834     0.00006     0.00006     0.00000     116.50871   15.68471    
1.86091     0.00006     0.00006     0.00000     104.25460   12.63770    
1.86311     0.00006     0.00006     0.00000     128.73639   20.41044    
1.86604     0.00006     0.00005     0.00000     118.15483   19.31655    
1.86897     0.00006     0.00005     0.00000     102.59713   21.63153    
1.87154     0.00006     0.00006     0.00000     129.83113   14.81359    
1.87393     0.00005     0.00006     0.00001     129.05635   28.85141    
1.87649     0.00006     0.00006     0.00000     140.83229   14.09154    
1.88144     0.00006     0.00006     0.00000     132.19203   8.98849     
1.88474     0.00006     0.00006     0.00000     122.87893   17.64963    
1.88676     0.00006     0.00006     0.00000     125.44479   18.10588    
1.89098     0.00006     0.00006     0.00000     114.12295   14.76867    
1.89666     0.00006     0.00005     0.00001     105.36843   24.38346    
1.89849     0.00006     0.00006     0.00001     104.93860   26.52442    
1.90179     0.00007     0.00007     0.00000     134.31321   14.94206    
1.90546     0.00006     0.00006     0.00000     125.76567   13.03238    
1.90858     0.00006     0.00006     0.00000     145.88694   24.31526    
1.91408     0.00007     0.00007     0.00000     129.91518   19.02237    
1.91940     0.00078     0.00079     0.00000     110.06873   0.82651     
1.92398     0.00007     0.00007     0.00000     152.89934   10.16319    
1.92930     0.00006     0.00006     0.00001     109.41647   27.46219    
1.93150     0.00006     0.00006     0.00000     160.51828   12.14989    
1.93516     0.00006     0.00005     0.00000     118.79225   23.33831    
1.93901     0.00006     0.00006     0.00000     142.31011   14.38034    
1.94323     0.00006     0.00006     0.00000     115.70690   22.23748    
1.94727     0.00006     0.00006     0.00000     109.62341   19.96393    
1.95148     0.00006     0.00006     0.00000     110.13306   20.47117    
1.95533     0.00007     0.00007     0.00000     129.94878   12.20355    
1.96047     0.00007     0.00006     0.00001     99.51331    22.16611    
1.96377     0.00006     0.00006     0.00000     130.77501   12.21179    
1.96542     0.00006     0.00006     0.00000     93.04059    18.04391    
1.96780     0.00006     0.00006     0.00001     96.28969    22.01896    
1.97220     0.00007     0.00007     0.00000     120.85398   12.09271    
1.97440     0.00006     0.00006     0.00001     93.37152    22.94851    
1.97807     0.00006     0.00006     0.00000     117.70371   14.32313    
1.98265     0.00007     0.00007     0.00000     122.93991   12.90217    
1.98577     0.00007     0.00007     0.00000     130.76310   12.10885    
1.99035     0.00007     0.00006     0.00000     115.48972   11.23508    
1.99310     0.00006     0.00006     0.00000     125.17124   14.67029    
1.99585     0.00006     0.00006     0.00000     121.07874   14.60245    
1.99897     0.00006     0.00006     0.00000     120.72253   14.82987    
2.00245     0.00006     0.00006     0.00001     105.24852   22.35431    
2.00576     0.00006     0.00006     0.00000     119.21698   16.70599    
2.00924     0.00006     0.00006     0.00000     121.76584   17.04584    
2.01199     0.00006     0.00006     0.00000     129.89086   12.44772    
2.01529     0.00006     0.00007     0.00000     154.45582   20.03621    
2.02042     0.00007     0.00007     0.00000     91.31413    14.36589    
2.02299     0.00007     0.00007     0.00000     135.24965   8.65022     
2.02629     0.00006     0.00006     0.00000     147.43612   10.53688    
2.03307     0.00009     0.00009     0.00000     109.68597   8.18552     
2.03747     0.00006     0.00006     0.00000     117.11951   15.80533    
2.04151     0.00007     0.00006     0.00001     107.89204   23.79723    
2.04554     0.00008     0.00009     0.00000     117.80761   10.99955    
2.04994     0.00006     0.00007     0.00000     121.74235   11.68723    
2.05489     0.00007     0.00007     0.00000     120.44508   10.64468    
2.05764     0.00008     0.00008     0.00000     118.69807   10.15206    
2.06131     0.00006     0.00006     0.00000     112.91518   12.91411    
2.07048     0.00008     0.00009     0.00000     125.74521   15.82963    
2.07800     0.00006     0.00006     0.00000     119.43379   17.68059    
2.08020     0.00006     0.00007     0.00000     136.92125   9.73275     
2.08258     0.00007     0.00007     0.00000     130.11225   16.01426    
2.08680     0.00008     0.00008     0.00000     102.10546   12.09503    
2.09175     0.00006     0.00006     0.00000     114.78180   14.09916    
2.09358     0.00007     0.00006     0.00000     114.53416   16.41583    
2.09761     0.00007     0.00009     0.00001     151.54441   28.70303    
2.10036     0.00008     0.00008     0.00000     133.69877   6.77954     
2.11155     0.00014     0.00014     0.00000     101.48393   4.97859     
2.11705     0.00008     0.00009     0.00000     154.19901   10.64822    
2.12237     0.00022     0.00023     0.00000     89.79911    2.20556     
2.12695     0.00015     0.00016     0.00000     95.79607    2.85910     
2.13172     0.00018     0.00018     0.00000     93.66714    2.96566     
2.13428     0.00021     0.00021     0.00000     89.74190    2.67766     
2.13759     0.00019     0.00019     0.00000     88.62514    2.31330     
2.14217     0.00015     0.00015     0.00000     89.70795    6.57936     
2.14565     0.00021     0.00021     0.00000     94.83159    2.96162     
2.15665     0.00015     0.00016     0.00000     90.69953    4.40859     
2.16380     0.00006     0.00007     0.00000     141.61718   18.74047    
2.16765     0.00009     0.00009     0.00000     109.06501   4.43442     
2.17132     0.00008     0.00008     0.00000     99.35710    11.74785    
2.17591     0.00006     0.00006     0.00001     120.73357   24.81490    
2.18086     0.00008     0.00008     0.00000     114.61937   13.19158    
2.18416     0.00006     0.00007     0.00000     126.62956   20.34097    
2.18746     0.00006     0.00006     0.00000     140.68388   12.87706    
2.18984     0.00006     0.00006     0.00000     139.57878   20.87047    
2.19222     0.00007     0.00006     0.00001     129.75096   24.73631    
2.20011     0.00006     0.00006     0.00000     123.37495   19.82044    
2.20194     0.00006     0.00006     0.00000     97.98262    19.20854    
2.20616     0.00006     0.00006     0.00000     99.02892    12.63426    
2.20873     0.00006     0.00006     0.00000     136.87351   14.83775    
2.21258     0.00006     0.00006     0.00001     99.32405    20.87349    
2.21551     0.00006     0.00006     0.00000     134.57584   12.26364    
2.21881     0.00006     0.00006     0.00000     113.99675   19.72578    
2.22321     0.00006     0.00006     0.00000     126.86661   12.33872    
2.22944     0.00007     0.00007     0.00000     145.68679   8.72703     
2.23550     0.00036     0.00038     0.00001     134.67757   4.71821     
2.24026     0.00006     0.00006     0.00001     120.50895   23.29106    
2.24301     0.00006     0.00006     0.00000     115.42461   14.68595    
2.24631     0.00008     0.00008     0.00000     111.90194   12.19194    
2.25383     0.00008     0.00008     0.00000     115.42549   9.96801     
2.25823     0.00011     0.00011     0.00000     111.85027   7.04016     
2.26556     0.00009     0.00009     0.00000     90.66371    10.51568    
2.26997     0.00011     0.00011     0.00000     107.89650   7.93806     
2.27712     0.00011     0.00011     0.00000     100.15679   7.49957     
2.28188     0.00010     0.00010     0.00000     104.25574   5.17986     
2.28408     0.00010     0.00011     0.00000     136.54985   12.12066    
2.28903     0.00011     0.00011     0.00000     104.11031   6.42346     
2.29362     0.00016     0.00016     0.00000     102.31957   4.39710     
2.30077     0.00009     0.00009     0.00000     117.62446   10.75713    
2.30407     0.00013     0.00013     0.00000     99.50944    2.98733     
2.30920     0.00007     0.00007     0.00000     145.26422   13.72326    
2.31452     0.00007     0.00008     0.00000     133.42014   10.08436    
2.31745     0.00009     0.00010     0.00000     124.00314   12.15603    
2.32295     0.00007     0.00007     0.00000     140.38354   23.50123    
2.32790     0.00011     0.00012     0.00000     131.26340   12.74073    
2.33359     0.00007     0.00007     0.00001     113.96076   21.40278    
2.33909     0.00007     0.00006     0.00000     106.74089   17.68741    
2.34129     0.00007     0.00006     0.00000     105.76757   18.83459    
2.34789     0.00009     0.00010     0.00000     114.90433   6.65685     
2.35064     0.00009     0.00009     0.00000     98.47076    10.39400    
2.35962     0.00011     0.00011     0.00000     93.58174    8.92890     
2.36384     0.00012     0.00012     0.00000     105.20473   6.83941     
2.37411     0.00041     0.00043     0.00001     130.47900   7.87020     
2.38089     0.00007     0.00006     0.00000     117.97816   20.29352    
2.38584     0.00011     0.00011     0.00000     99.42518    7.21264     
2.38969     0.00007     0.00008     0.00001     123.37525   24.00977    
2.39776     0.00009     0.00009     0.00000     107.99360   8.88155     
2.40968     0.00012     0.00013     0.00000     104.97118   5.49292     
2.41646     0.00009     0.00010     0.00000     108.13028   5.28656     
2.42178     0.00014     0.00015     0.00000     103.07894   4.52226     
2.42710     0.00008     0.00009     0.00000     115.13886   8.32692     
2.42985     0.00009     0.00009     0.00000     115.39844   12.67022    
2.43572     0.00006     0.00007     0.00000     107.74458   14.56132    
2.43865     0.00007     0.00008     0.00000     120.39050   16.80423    
2.44213     0.00022     0.00023     0.00000     88.38472    2.78343     
2.45020     0.00018     0.00019     0.00000     97.20892    3.26605     
2.45405     0.00024     0.00025     0.00000     90.53868    2.63858     
2.45808     0.00013     0.00013     0.00000     106.81842   5.16685     
2.46469     0.00022     0.00021     0.00000     94.90921    3.79461     
2.46744     0.00023     0.00023     0.00000     95.98488    2.85559     
2.47642     0.00022     0.00022     0.00000     90.06010    2.90884     
2.48284     0.00007     0.00007     0.00000     123.14216   18.99664    
2.48797     0.00009     0.00010     0.00000     121.68777   12.31572    
2.49127     0.00008     0.00008     0.00000     96.45538    10.17666    
2.49530     0.00006     0.00006     0.00000     139.65114   20.49135    
2.50264     0.00010     0.00010     0.00000     120.55109   8.60616     
2.50924     0.00006     0.00006     0.00000     115.00001   20.15839    
2.51272     0.00006     0.00006     0.00000     123.68961   18.93933    
2.51657     0.00007     0.00007     0.00000     149.70609   10.73005    
2.52024     0.00006     0.00006     0.00000     103.68608   21.23130    
2.52464     0.00006     0.00006     0.00000     114.69563   21.02929    
2.52886     0.00006     0.00006     0.00000     157.96511   26.01766    
2.53766     0.00026     0.00026     0.00000     77.09267    1.10567     
2.54939     0.00006     0.00006     0.00000     124.18793   15.60412    
2.55214     0.00006     0.00006     0.00000     117.03958   18.69285    
2.55709     0.00005     0.00004     0.00001     101.26910   41.64642    
2.56315     0.00029     0.00029     0.00000     58.99619    1.14200     
2.57213     0.00008     0.00008     0.00001     92.89298    13.93067    
2.57726     0.00007     0.00007     0.00000     90.70343    10.20519    
2.58496     0.00007     0.00007     0.00000     87.66079    12.95768    
2.58680     0.00007     0.00007     0.00000     94.29065    13.79158    
2.58991     0.00008     0.00008     0.00000     139.92405   10.95945    
2.59578     0.00007     0.00007     0.00000     109.09330   15.49312    
2.59835     0.00007     0.00007     0.00000     113.21127   14.44232    
2.60220     0.00007     0.00007     0.00000     115.98163   10.20998    
2.60495     0.00007     0.00007     0.00000     117.91848   16.22774    
2.60733     0.00007     0.00007     0.00000     109.26074   8.27353     
2.61192     0.00007     0.00007     0.00000     89.74808    10.20117    
2.61503     0.00007     0.00007     0.00001     96.57323    16.59008    
2.61742     0.00007     0.00007     0.00000     95.66557    10.52194    
2.61962     0.00007     0.00007     0.00000     88.13499    7.68267     
2.62347     0.00007     0.00007     0.00000     103.75335   12.07349    
2.62585     0.00007     0.00007     0.00000     88.98542    12.02287    
2.62934     0.00007     0.00008     0.00000     112.98454   9.41866     
2.63245     0.00008     0.00007     0.00000     81.83891    11.29275    
2.63832     0.00008     0.00009     0.00000     89.44741    7.89703     
2.64584     0.00023     0.00023     0.00000     60.31086    2.30437     
2.65189     0.00006     0.00005     0.00001     90.93710    41.34278    
2.65335     0.00006     0.00005     0.00001     100.96972   27.67648    
2.65574     0.00006     0.00006     0.00000     119.08179   19.96185    
2.66197     0.00007     0.00007     0.00000     138.46051   16.86085    
2.67114     0.00024     0.00024     0.00000     76.66083    2.84587     
2.68031     0.00007     0.00006     0.00001     114.81809   25.66376    
2.68379     0.00006     0.00006     0.00000     128.73564   19.89937    
2.68654     0.00006     0.00006     0.00000     131.31042   10.89114    
2.68911     0.00006     0.00006     0.00000     110.26621   14.79827    
2.69277     0.00007     0.00007     0.00001     121.97157   24.32607    
2.69809     0.00006     0.00006     0.00001     109.24995   22.99196    
2.70396     0.00006     0.00007     0.00000     133.29524   16.38510    
2.70598     0.00006     0.00007     0.00000     126.75448   15.39277    
2.71056     0.00006     0.00007     0.00000     151.14245   15.65108    
2.71441     0.00006     0.00006     0.00001     94.03029    23.33319    
2.71844     0.00006     0.00006     0.00000     121.37379   10.79821    
2.72431     0.00006     0.00006     0.00000     112.91451   10.21441    
2.72633     0.00006     0.00006     0.00000     103.58404   17.45187    
2.73018     0.00006     0.00007     0.00000     144.60632   21.63860    
2.73293     0.00006     0.00006     0.00000     116.93004   13.62730    
2.73531     0.00006     0.00007     0.00000     130.51258   16.82963    
2.73788     0.00006     0.00006     0.00001     91.50236    19.78222    
2.74008     0.00006     0.00006     0.00000     96.36689    18.92028    
2.74356     0.00006     0.00007     0.00000     154.07058   15.58590    
2.74668     0.00007     0.00007     0.00000     106.27822   10.84862    
2.74943     0.00006     0.00007     0.00000     116.85527   12.03749    
2.75236     0.00006     0.00007     0.00000     124.06551   16.58411    
2.75438     0.00006     0.00007     0.00000     135.54992   17.94978    
2.75878     0.00006     0.00006     0.00000     116.94206   21.40062    
2.76373     0.00006     0.00007     0.00000     110.65788   17.92470    
2.76813     0.00007     0.00007     0.00000     126.58347   10.40390    
2.77290     0.00007     0.00007     0.00000     111.01372   17.85966    
2.77675     0.00006     0.00006     0.00001     96.95119    18.37716    
2.78023     0.00006     0.00006     0.00000     112.99031   7.58802     
2.78573     0.00007     0.00007     0.00000     95.29318    15.57556    
2.78848     0.00006     0.00006     0.00000     103.30055   10.74580    
2.79123     0.00007     0.00007     0.00000     118.07385   14.91311    
2.79674     0.00007     0.00007     0.00000     107.17181   16.18876    
2.79967     0.00007     0.00006     0.00000     102.94465   14.08603    
2.80554     0.00007     0.00007     0.00001     102.37244   18.58662    
2.80957     0.00006     0.00007     0.00000     119.65084   16.05237    
2.81287     0.00006     0.00007     0.00000     107.05712   14.93746    
2.81800     0.00007     0.00007     0.00000     101.30358   10.86295    
2.82075     0.00007     0.00007     0.00000     128.06793   9.07584     
2.82350     0.00006     0.00007     0.00000     122.94482   19.27104    
2.82699     0.00007     0.00007     0.00000     117.07667   7.65230     
2.82974     0.00006     0.00007     0.00000     123.49147   13.22340    
2.83066     0.00006     0.00007     0.00000     119.34042   10.32581    
2.83322     0.00007     0.00007     0.00000     117.78479   11.01484    
2.83854     0.00007     0.00007     0.00000     109.26850   11.01718    
2.84422     0.00006     0.00007     0.00000     123.49806   16.81433    
2.85046     0.00006     0.00007     0.00000     142.73049   18.02135    
2.85669     0.00007     0.00007     0.00000     127.46461   6.35836     
2.86128     0.00007     0.00007     0.00001     120.69654   20.28102    
2.86439     0.00006     0.00006     0.00000     99.12942    10.27010    
2.86714     0.00006     0.00007     0.00000     138.30130   21.52566    
2.87063     0.00006     0.00007     0.00000     108.31628   10.68740    
2.87228     0.00006     0.00007     0.00000     110.37654   13.51432    
2.87906     0.00006     0.00007     0.00000     95.59701    14.46996    
2.88108     0.00007     0.00007     0.00000     146.71640   19.37886    
2.88456     0.00006     0.00007     0.00000     102.10509   12.56506    
2.88786     0.00007     0.00007     0.00000     123.64969   9.66523     
2.89245     0.00006     0.00006     0.00001     90.52839    17.51735    
2.89611     0.00006     0.00007     0.00001     161.27033   36.60169    
2.89831     0.00006     0.00007     0.00000     118.02282   15.38751    
2.90106     0.00006     0.00006     0.00000     105.17650   17.07970    
2.90455     0.00007     0.00007     0.00000     112.62872   16.86381    
2.90638     0.00007     0.00007     0.00000     122.43291   12.44941    
2.90950     0.00006     0.00007     0.00000     103.54898   9.48911     
2.91500     0.00007     0.00007     0.00000     127.99897   11.55735    
2.91940     0.00006     0.00006     0.00000     88.18899    13.31091    
2.92325     0.00007     0.00008     0.00000     136.49894   17.77430    
2.92747     0.00006     0.00007     0.00001     92.96964    19.71506    
2.93077     0.00007     0.00007     0.00000     112.72465   14.35151    
2.93425     0.00006     0.00007     0.00001     146.13601   24.81682    
2.93590     0.00006     0.00007     0.00000     104.88143   13.30390    
2.93957     0.00006     0.00006     0.00001     87.52012    23.86514    
2.94525     0.00006     0.00007     0.00000     127.73718   21.14079    
2.94745     0.00007     0.00007     0.00000     119.44818   17.02015    
2.95057     0.00007     0.00007     0.00000     118.80984   12.95355    
2.95387     0.00007     0.00007     0.00001     96.70313    18.14674    
2.95662     0.00006     0.00007     0.00000     102.19942   17.05480    
2.95919     0.00007     0.00007     0.00000     94.22159    14.57454    
2.96469     0.00006     0.00006     0.00001     87.03549    21.86131    
2.96835     0.00007     0.00007     0.00000     103.92092   9.76205     
2.97367     0.00007     0.00007     0.00000     129.41562   10.98430    
2.97789     0.00006     0.00007     0.00000     107.35487   16.46507    
2.98100     0.00006     0.00007     0.00001     90.96576    16.79977    
2.98595     0.00007     0.00007     0.00000     112.24315   11.57496    
2.99072     0.00006     0.00007     0.00001     134.53180   23.53339    
2.99512     0.00007     0.00007     0.00000     99.55579    10.79511    
2.99989     0.00007     0.00007     0.00000     144.25071   21.14871    
3.00374     0.00007     0.00007     0.00000     120.43714   12.39556    
3.00869     0.00006     0.00007     0.00000     122.29770   20.50633    
3.01089     0.00007     0.00007     0.00000     117.08923   12.65976    
3.01309     0.00007     0.00007     0.00001     93.69875    17.41216    
3.01566     0.00007     0.00007     0.00001     85.82101    15.54337    
3.01749     0.00006     0.00006     0.00000     85.57843    14.97733    
3.02226     0.00006     0.00007     0.00000     103.88184   12.46413    
3.02684     0.00007     0.00007     0.00000     112.87751   6.42972     
3.03106     0.00008     0.00009     0.00000     110.75595   11.58712    
3.03693     0.00007     0.00008     0.00000     128.03448   14.70793    
3.04279     0.00043     0.00044     0.00000     84.69340    1.69529     
3.04664     0.00068     0.00069     0.00000     96.11442    0.65229     
3.05618     0.00008     0.00008     0.00000     106.94105   8.28347     
3.06388     0.00007     0.00008     0.00000     125.84550   11.93510    
3.06901     0.00009     0.00009     0.00000     101.96753   8.75414     
3.07286     0.00007     0.00007     0.00000     116.34915   11.87160    
3.07543     0.00006     0.00007     0.00000     118.31124   17.85817    
3.07928     0.00006     0.00007     0.00000     114.19331   12.31108    
3.08258     0.00006     0.00007     0.00000     132.10512   19.52227    
3.08496     0.00007     0.00007     0.00000     96.96124    9.73038     
3.08863     0.00007     0.00007     0.00000     112.62892   10.48303    
3.09267     0.00007     0.00007     0.00000     88.09774    11.61795    
3.09597     0.00006     0.00006     0.00000     89.37449    16.08336    
3.09762     0.00006     0.00006     0.00001     90.95063    23.02838    
3.10055     0.00007     0.00007     0.00000     116.75170   15.34216    
3.10513     0.00012     0.00013     0.00000     94.85499    6.82158     
3.11063     0.00007     0.00007     0.00000     109.63983   12.75366    
3.11338     0.00007     0.00008     0.00000     109.70222   16.56787    
3.11852     0.00011     0.00012     0.00000     103.51602   8.99151     
3.12292     0.00007     0.00008     0.00000     133.34806   13.79108    
3.12897     0.00010     0.00010     0.00000     93.34689    8.57475     
3.13594     0.00007     0.00007     0.00000     108.17306   10.02915    
3.14217     0.00012     0.00012     0.00000     99.09200    6.65431     
3.14987     0.00007     0.00008     0.00000     99.36274    13.88788    
3.15684     0.00007     0.00008     0.00000     114.52754   16.29721    
3.16124     0.00007     0.00007     0.00000     87.93001    7.41276     
3.16362     0.00007     0.00008     0.00000     103.12034   15.30596    
3.16857     0.00007     0.00007     0.00001     65.29386    12.99454    
3.17187     0.00007     0.00008     0.00000     112.17533   15.48907    
3.17462     0.00007     0.00007     0.00001     96.76234    16.75175    
3.17756     0.00007     0.00007     0.00000     122.17356   16.19289    
3.18049     0.00007     0.00008     0.00000     97.72288    12.86863    
3.18324     0.00007     0.00007     0.00001     87.88065    14.47566    
3.18728     0.00008     0.00009     0.00000     89.94647    8.81312     
3.19131     0.00007     0.00008     0.00000     92.03161    10.54807    
3.19571     0.00008     0.00008     0.00000     92.08756    10.34239    
3.20194     0.00007     0.00008     0.00000     115.63366   8.41674     
3.20726     0.00007     0.00008     0.00000     109.55640   16.14563    
3.21111     0.00009     0.00010     0.00001     92.58920    12.63559    
3.21606     0.00008     0.00009     0.00000     95.36552    11.16786    
3.22083     0.00010     0.00010     0.00000     96.32296    4.44853     
3.22431     0.00009     0.00010     0.00000     98.79863    10.17020    
3.23110     0.00008     0.00009     0.00000     90.77008    10.98682    
3.23586     0.00103     0.00104     0.00000     69.09220    0.35860     
3.24100     0.00012     0.00013     0.00000     84.17310    5.38727     
3.24925     0.00096     0.00097     0.00000     68.98609    0.67901     
3.25145     0.00101     0.00101     0.00000     69.35678    0.50145     
3.26502     0.00376     0.00379     0.00001     83.62215    0.34047     
3.27290     0.00011     0.00012     0.00001     104.18024   10.60837    
3.28207     0.00008     0.00010     0.00001     130.65578   19.65988    
3.28629     0.00006     0.00008     0.00000     113.36249   17.68972    
3.28885     0.00007     0.00008     0.00001     107.44227   18.26774    
3.29692     0.00009     0.00010     0.00001     94.88169    12.29937    
3.30590     0.00010     0.00011     0.00001     98.54794    10.80131    
3.30994     0.00007     0.00007     0.00000     85.85090    12.87934    
3.31434     0.00007     0.00007     0.00001     86.02546    17.23870    
3.31929     0.00007     0.00007     0.00001     90.35884    21.42200    
3.32186     0.00007     0.00007     0.00000     95.85633    13.20079    
3.32534     0.00007     0.00008     0.00001     84.88024    14.21239    
3.33011     0.00007     0.00008     0.00001     103.07800   20.35805    
3.33359     0.00007     0.00008     0.00001     90.92643    17.40832    
3.33707     0.00007     0.00008     0.00001     85.10489    15.40633    
3.34092     0.00007     0.00008     0.00000     106.16684   15.34222    
3.34349     0.00007     0.00008     0.00001     115.22951   18.79733    
3.34551     0.00007     0.00008     0.00001     91.24969    15.14874    
3.34716     0.00007     0.00008     0.00000     108.07301   13.79737    
3.35046     0.00007     0.00008     0.00001     108.34817   19.16013    
3.35431     0.00008     0.00008     0.00000     96.12913    12.58270    
3.35981     0.00007     0.00008     0.00000     100.39029   12.35344    
3.36623     0.00019     0.00019     0.00001     118.68526   8.19275     
3.37173     0.00008     0.00009     0.00000     98.81178    10.36474    
3.37869     0.00008     0.00009     0.00000     102.72070   12.46248    
3.38144     0.00009     0.00010     0.00001     98.97333    14.22742    
3.38254     0.00009     0.00010     0.00001     95.25325    12.46900    
3.38768     0.00008     0.00010     0.00001     90.60900    15.48453    
3.39520     0.00090     0.00092     0.00000     68.79500    0.57896     
3.40381     0.00056     0.00056     0.00000     70.37880    0.81623     
3.41115     0.00105     0.00106     0.00001     68.00828    0.92852     
3.41995     0.00069     0.00070     0.00000     72.93103    1.11227     
3.42637     0.00113     0.00115     0.00000     69.61416    0.49087     
3.43572     0.00057     0.00058     0.00000     70.46069    1.35444     
3.44158     0.00010     0.00011     0.00000     97.66314    8.49072     
3.45314     0.00061     0.00062     0.00000     67.37463    1.21427     
3.45680     0.00058     0.00059     0.00000     70.84138    1.27672     
3.46285     0.00054     0.00055     0.00000     69.33276    0.86469     
3.46652     0.00052     0.00053     0.00000     70.71425    1.43483     
3.46927     0.00039     0.00040     0.00000     75.02449    1.79476     
3.47312     0.00046     0.00047     0.00000     74.20375    1.36754     
3.48119     0.00127     0.00128     0.00000     69.50634    0.24581     
3.48999     0.00011     0.00013     0.00001     155.97489   32.87053    
3.49622     0.00150     0.00151     0.00000     69.15951    0.49191     
3.51144     0.00106     0.00108     0.00000     68.74882    0.67192     
3.52079     0.00008     0.00009     0.00001     112.65424   14.96613    
3.52446     0.00007     0.00008     0.00001     95.74724    17.16905    
3.52996     0.00070     0.00072     0.00001     71.43413    1.49397     
3.53601     0.00062     0.00063     0.00000     76.96037    1.26362     
3.54628     0.00065     0.00067     0.00001     74.64331    1.57179     
3.55251     0.00078     0.00080     0.00000     71.74632    0.99986     
3.55526     0.00033     0.00035     0.00001     102.07399   4.42865     
3.56351     0.00138     0.00141     0.00000     108.01117   0.79288     
3.57121     0.00007     0.00008     0.00001     109.07917   15.54585    
3.57506     0.00020     0.00021     0.00001     118.27460   7.43149     
3.57855     0.00044     0.00046     0.00000     85.38462    2.10422     
3.58662     0.00053     0.00055     0.00001     88.73015    2.00440     
3.59798     0.00007     0.00008     0.00000     116.26769   13.25584    
3.60807     0.00030     0.00031     0.00000     87.83927    2.35416     
3.61540     0.00030     0.00031     0.00001     83.05798    4.05400     
3.62310     0.00007     0.00008     0.00001     85.06165    14.22611    
3.62640     0.00007     0.00008     0.00000     89.96273    10.75156    
3.63117     0.00007     0.00008     0.00001     100.89832   15.59321    
3.63429     0.00007     0.00008     0.00001     105.19062   16.52721    
3.63942     0.00007     0.00008     0.00000     100.57296   14.31354    
3.64510     0.00023     0.00026     0.00001     129.77635   11.70458    
3.64767     0.00019     0.00020     0.00001     115.83437   8.88266     
3.65684     0.00043     0.00045     0.00001     138.19752   5.82507     
3.66839     0.00053     0.00055     0.00000     114.38191   2.19093     
3.67462     0.00034     0.00035     0.00000     99.31130    3.17400     
3.68049     0.00022     0.00024     0.00001     113.81173   6.70103     
3.68544     0.00007     0.00008     0.00001     101.99593   15.19171    
3.69021     0.00007     0.00008     0.00001     99.32160    18.24030    
3.69241     0.00007     0.00009     0.00001     105.13095   20.28121    
3.69699     0.00008     0.00009     0.00001     92.15760    12.12205    
3.69864     0.00008     0.00009     0.00001     85.11266    12.90847    
3.70616     0.00071     0.00073     0.00001     72.48921    1.41459     
3.71698     0.00103     0.00104     0.00000     72.97662    0.71354     
3.72193     0.00098     0.00099     0.00000     75.04238    0.74533     
3.72651     0.00079     0.00081     0.00000     76.41266    1.03041     
3.73751     0.00148     0.00150     0.00001     69.83242    0.66711     
3.74705     0.00112     0.00114     0.00000     69.88168    0.56653     
3.75622     0.00061     0.00063     0.00001     71.96719    1.57605     
3.76062     0.00018     0.00020     0.00001     84.40307    8.86825     
3.76465     0.00068     0.00070     0.00001     78.04934    1.77440     
3.77143     0.00022     0.00023     0.00001     95.12990    6.24365     
3.77638     0.00057     0.00058     0.00001     77.85181    1.80656     
3.78390     0.00061     0.00063     0.00001     88.68179    2.55966     
3.79197     0.00015     0.00017     0.00001     93.97812    10.66873    
3.79545     0.00038     0.00041     0.00001     92.06001    5.12293     
3.79912     0.00013     0.00014     0.00001     101.34483   14.51585    
3.80242     0.00010     0.00012     0.00001     89.84000    14.32478    
3.80755     0.00018     0.00020     0.00001     97.66942    9.44678     
3.81911     0.00035     0.00037     0.00001     72.54445    3.06978     
3.82296     0.00034     0.00036     0.00001     77.30689    3.31268     
3.82736     0.00023     0.00024     0.00001     77.16363    5.08073     
3.83102     0.00042     0.00044     0.00001     76.85298    3.10795     
3.83597     0.00030     0.00031     0.00001     73.63302    3.72931     
3.84019     0.00076     0.00078     0.00001     77.30519    1.57318     
3.84533     0.00049     0.00051     0.00001     71.75910    2.36439     
3.84954     0.00021     0.00023     0.00001     80.02164    6.89596     
3.85889     0.00074     0.00076     0.00001     74.30731    1.96130     
3.86274     0.00064     0.00066     0.00001     68.40586    1.45328     
3.87228     0.00008     0.00010     0.00001     104.93896   19.57248    
3.87539     0.00008     0.00010     0.00001     104.97735   21.52510    
3.87686     0.00008     0.00010     0.00001     119.58036   28.01277    
3.88126     0.00008     0.00010     0.00001     92.19047    20.80051    
3.88511     0.00009     0.00011     0.00001     90.58099    16.04570    
3.89263     0.00110     0.00112     0.00001     70.48547    0.98021     
3.89648     0.00095     0.00097     0.00001     70.03233    1.14342     
3.90290     0.00008     0.00010     0.00001     95.30702    19.91011    
3.91335     0.00087     0.00089     0.00001     73.32029    1.57326     
3.91683     0.00100     0.00103     0.00001     74.86472    1.54339     
3.93003     0.00030     0.00032     0.00001     85.60280    5.73758     
3.93737     0.00010     0.00011     0.00001     89.47032    14.74717    
3.94158     0.00009     0.00011     0.00001     88.91039    17.72216    
3.95020     0.00009     0.00012     0.00001     92.45924    20.17537    
