Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
1.05554e-05  1.38983e-05  3.34287e-06  
6.26003e-06  7.72951e-06  1.46948e-06  
8.99885e-06  3.89113e-06  -5.10772e-06  

Peak Nr:   437        Frequency (ppm):  -0.07289   
Exp. Ampl    Fit. Ampl    Diff        
5.92987e-05  6.13714e-05  2.07269e-06  
5.37542e-05  5.50596e-05  1.30534e-06  
4.49054e-05  4.37198e-05  -1.18560e-06  
3.21342e-05  3.07258e-05  -1.40847e-06  
2.07696e-05  1.91102e-05  -1.65941e-06  
1.80613e-05  1.05205e-05  -7.54077e-06  
4.60636e-06  5.12609e-06  5.19735e-07  
6.55847e-07  2.21062e-06  1.55478e-06  

Peak Nr:   438        Frequency (ppm):  -0.07143   
Exp. Ampl    Fit. Ampl    Diff        
5.57656e-05  5.64408e-05  6.75206e-07  
5.73769e-05  5.21293e-05  -5.24762e-06  
3.96996e-05  4.40298e-05  4.33020e-06  
2.90541e-05  3.40086e-05  4.95443e-06  
2.69465e-05  2.40202e-05  -2.92623e-06  
1.80991e-05  1.55155e-05  -2.58363e-06  
1.05343e-05  9.16495e-06  -1.36934e-06  
2.23021e-06  4.95076e-06  2.72054e-06  

Peak Nr:   439        Frequency (ppm):  -0.06978   
Exp. Ampl    Fit. Ampl    Diff        
5.79295e-05  5.34241e-05  -4.50537e-06  
4.73602e-05  4.93223e-05  1.96206e-06  
3.86534e-05  4.16216e-05  2.96822e-06  
2.86912e-05  3.21045e-05  3.41335e-06  
2.44476e-05  2.26336e-05  -1.81400e-06  
1.88979e-05  1.45860e-05  -4.31187e-06  
6.81223e-06  8.59189e-06  1.77965e-06  
5.41172e-06  4.62607e-06  -7.85659e-07  

Peak Nr:   440        Frequency (ppm):  -0.06831   
Exp. Ampl    Fit. Ampl    Diff        
6.34935e-05  5.56875e-05  -7.80602e-06  
4.65659e-05  5.15552e-05  4.98928e-06  
4.10472e-05  4.37642e-05  2.71694e-06  
3.11225e-05  3.40641e-05  2.94152e-06  
2.28836e-05  2.43095e-05  1.42591e-06  
1.67889e-05  1.59078e-05  -8.81120e-07  
1.30548e-05  9.54498e-06  -3.50983e-06  
7.65554e-06  5.25135e-06  -2.40419e-06  

Peak Nr:   441        Frequency (ppm):  -0.06703   
Exp. Ampl    Fit. Ampl    Diff        
6.49724e-05  5.81233e-05  -6.84910e-06  
5.31319e-05  5.37575e-05  6.25657e-07  
4.02140e-05  4.55387e-05  5.32468e-06  
3.04786e-05  3.53325e-05  4.85393e-06  
2.21274e-05  2.51068e-05  2.97943e-06  
1.88553e-05  1.63412e-05  -2.51415e-06  
1.06683e-05  9.74155e-06  -9.26701e-07  
1.14841e-05  5.31894e-06  -6.16513e-06  

Peak Nr:   442        Frequency (ppm):  -0.06556   
Exp. Ampl    Fit. Ampl    Diff        
6.33564e-05  6.07460e-05  -2.61044e-06  
5.83694e-05  5.58133e-05  -2.55617e-06  
3.92184e-05  4.66211e-05  7.40275e-06  
3.62665e-05  3.54040e-05  -8.62522e-07  
2.23201e-05  2.44408e-05  2.12073e-06  
1.86263e-05  1.53401e-05  -3.28616e-06  
6.21119e-06  8.75319e-06  2.54199e-06  
9.44545e-06  4.54076e-06  -4.90468e-06  

Peak Nr:   443        Frequency (ppm):  -0.06409   
Exp. Ampl    Fit. Ampl    Diff        
6.06178e-05  6.04574e-05  -1.60406e-07  
5.88451e-05  5.56047e-05  -3.24035e-06  
4.44058e-05  4.65474e-05  2.14161e-06  
3.13213e-05  3.54651e-05  4.14382e-06  
2.44215e-05  2.45923e-05  1.70807e-07  
1.90619e-05  1.55218e-05  -3.54014e-06  
8.80563e-06  8.91676e-06  1.11128e-07  
5.70011e-06  4.66223e-06  -1.03788e-06  

Peak Nr:   444        Frequency (ppm):  -0.06244   
Exp. Ampl    Fit. Ampl    Diff        
6.15822e-05  5.61239e-05  -5.45828e-06  
5.78495e-05  5.28194e-05  -5.03013e-06  
4.07421e-05  4.64292e-05  5.68711e-06  
2.68984e-05  3.81190e-05  1.12206e-05  
2.85015e-05  2.92295e-05  7.28013e-07  
2.15898e-05  2.09350e-05  -6.54867e-07  
1.83406e-05  1.40047e-05  -4.33588e-06  
1.35066e-05  8.75046e-06  -4.75612e-06  

Peak Nr:   445        Frequency (ppm):  -0.06134   
Exp. Ampl    Fit. Ampl    Diff        
5.63210e-05  5.53995e-05  -9.21506e-07  
6.12718e-05  5.22730e-05  -8.99881e-06  
4.26875e-05  4.62029e-05  3.51545e-06  
2.81543e-05  3.82544e-05  1.01001e-05  
2.62189e-05  2.96683e-05  3.44938e-06  
2.30162e-05  2.15546e-05  -1.46159e-06  
1.60007e-05  1.46692e-05  -1.33150e-06  
1.57533e-05  9.35179e-06  -6.40147e-06  

Peak Nr:   446        Frequency (ppm):  -0.05932   
Exp. Ampl    Fit. Ampl    Diff        
5.44459e-05  5.67353e-05  2.28940e-06  
5.76999e-05  5.31500e-05  -4.54985e-06  
4.51762e-05  4.62659e-05  1.08975e-06  
3.47143e-05  3.74220e-05  2.70775e-06  
2.79333e-05  2.81240e-05  1.90644e-07  
2.23766e-05  1.96405e-05  -2.73609e-06  
1.28478e-05  1.27449e-05  -1.02848e-07  
6.51337e-06  7.68474e-06  1.17137e-06  

Peak Nr:   447        Frequency (ppm):  -0.05804   
Exp. Ampl    Fit. Ampl    Diff        
6.51186e-05  6.06517e-05  -4.46687e-06  
5.90700e-05  5.66299e-05  -2.44009e-06  
4.12341e-05  4.89472e-05  7.71317e-06  
3.29495e-05  3.91643e-05  6.21475e-06  
3.36381e-05  2.90073e-05  -4.63088e-06  
2.54945e-05  1.98894e-05  -5.60510e-06  
9.28127e-06  1.26246e-05  3.34335e-06  
9.04212e-06  7.41812e-06  -1.62401e-06  

Peak Nr:   448        Frequency (ppm):  -0.05676   
Exp. Ampl    Fit. Ampl    Diff        
6.34547e-05  6.12818e-05  -2.17299e-06  
6.04374e-05  5.68769e-05  -3.56046e-06  
4.39604e-05  4.85398e-05  4.57935e-06  
3.34470e-05  3.80905e-05  4.64355e-06  
2.60248e-05  2.74831e-05  1.45832e-06  
2.26242e-05  1.82345e-05  -4.38966e-06  
1.00188e-05  1.11244e-05  1.10564e-06  
9.91771e-06  6.24052e-06  -3.67719e-06  

Peak Nr:   449        Frequency (ppm):  -0.05529   
Exp. Ampl    Fit. Ampl    Diff        
5.62172e-05  5.99234e-05  3.70616e-06  
6.44074e-05  5.60947e-05  -8.31273e-06  
4.72789e-05  4.87517e-05  1.47289e-06  
3.58114e-05  3.93370e-05  3.52567e-06  
2.67191e-05  2.94667e-05  2.74761e-06  
2.27383e-05  2.04939e-05  -2.24448e-06  
1.12208e-05  1.32330e-05  2.01225e-06  
1.26575e-05  7.93298e-06  -4.72452e-06  

Peak Nr:   450        Frequency (ppm):  -0.05364   
Exp. Ampl    Fit. Ampl    Diff        
5.73361e-05  6.12451e-05  3.90900e-06  
6.37904e-05  5.70457e-05  -6.74468e-06  
4.60544e-05  4.90536e-05  2.99929e-06  
3.94296e-05  3.89419e-05  -4.87724e-07  
2.80453e-05  2.85387e-05  4.93336e-07  
1.92831e-05  1.93094e-05  2.62711e-08  
1.23689e-05  1.20614e-05  -3.07448e-07  
7.36967e-06  6.95549e-06  -4.14185e-07  

Peak Nr:   451        Frequency (ppm):  -0.05217   
Exp. Ampl    Fit. Ampl    Diff        
5.51016e-05  5.71302e-05  2.02863e-06  
5.48733e-05  5.33934e-05  -1.47996e-06  
4.95200e-05  4.62444e-05  -3.27552e-06  
3.66002e-05  3.71178e-05  5.17634e-07  
2.31786e-05  2.76077e-05  4.42915e-06  
1.99678e-05  1.90305e-05  -9.37296e-07  
1.07044e-05  1.21568e-05  1.45244e-06  
1.11429e-05  7.19680e-06  -3.94609e-06  

Peak Nr:   452        Frequency (ppm):  -0.05071   
Exp. Ampl    Fit. Ampl    Diff        
5.72563e-05  5.68222e-05  -4.34126e-07  
5.35411e-05  5.36967e-05  1.55614e-07  
5.08358e-05  4.76141e-05  -3.22169e-06  
3.70306e-05  3.96172e-05  2.58661e-06  
2.56948e-05  3.09293e-05  5.23447e-06  
2.60239e-05  2.26585e-05  -3.36540e-06  
1.47695e-05  1.55759e-05  8.06358e-07  
1.28073e-05  1.00469e-05  -2.76039e-06  

Peak Nr:   453        Frequency (ppm):  -0.04924   
Exp. Ampl    Fit. Ampl    Diff        
5.92120e-05  6.13457e-05  2.13363e-06  
6.04274e-05  5.72725e-05  -3.15483e-06  
4.98457e-05  4.94930e-05  -3.52769e-07  
4.01554e-05  3.95891e-05  -5.66328e-07  
2.47811e-05  2.93100e-05  4.52887e-06  
2.08738e-05  2.00868e-05  -7.86996e-07  
1.46985e-05  1.27421e-05  -1.95641e-06  
8.27178e-06  7.48177e-06  -7.90002e-07  

Peak Nr:   454        Frequency (ppm):  -0.04759   
Exp. Ampl    Fit. Ampl    Diff        
6.12966e-05  5.77420e-05  -3.55468e-06  
5.93992e-05  5.47454e-05  -4.65382e-06  
3.93922e-05  4.88843e-05  9.49207e-06  
4.07787e-05  4.11107e-05  3.31964e-07  
2.91250e-05  3.25601e-05  3.43508e-06  
2.93485e-05  2.42883e-05  -5.06019e-06  
1.47256e-05  1.70637e-05  2.33806e-06  
1.51281e-05  1.12905e-05  -3.83758e-06  

Peak Nr:   455        Frequency (ppm):  -0.04631   
Exp. Ampl    Fit. Ampl    Diff        
6.38365e-05  6.15980e-05  -2.23852e-06  
6.15007e-05  5.81647e-05  -3.33600e-06  
4.25954e-05  5.14913e-05  8.89587e-06  
4.49158e-05  4.27355e-05  -2.18037e-06  
3.36720e-05  3.32509e-05  -4.21133e-07  
2.41753e-05  2.42558e-05  8.05205e-08  
1.75011e-05  1.65886e-05  -9.12583e-07  
1.11927e-05  1.06361e-05  -5.56544e-07  

Peak Nr:   456        Frequency (ppm):  -0.04466   
Exp. Ampl    Fit. Ampl    Diff        
6.34843e-05  6.28114e-05  -6.72804e-07  
6.03221e-05  5.95383e-05  -7.83852e-07  
4.92438e-05  5.31383e-05  3.89446e-06  
4.63352e-05  4.46553e-05  -1.67992e-06  
3.65192e-05  3.53323e-05  -1.18691e-06  
2.67599e-05  2.63232e-05  -4.36694e-07  
1.97956e-05  1.84655e-05  -1.33012e-06  
8.93038e-06  1.21965e-05  3.26615e-06  

Peak Nr:   457        Frequency (ppm):  -0.04337   
Exp. Ampl    Fit. Ampl    Diff        
6.52991e-05  6.62938e-05  9.94711e-07  
6.70137e-05  6.25802e-05  -4.43350e-06  
5.21581e-05  5.53653e-05  3.20720e-06  
4.27623e-05  4.59064e-05  3.14413e-06  
3.62923e-05  3.56717e-05  -6.20532e-07  
2.93167e-05  2.59793e-05  -3.33734e-06  
1.98673e-05  1.77324e-05  -2.13486e-06  
6.92999e-06  1.13434e-05  4.41341e-06  

Peak Nr:   458        Frequency (ppm):  -0.04191   
Exp. Ampl    Fit. Ampl    Diff        
5.97285e-05  6.42117e-05  4.48319e-06  
6.63173e-05  6.07460e-05  -5.57131e-06  
5.01021e-05  5.39901e-05  3.88794e-06  
4.66361e-05  4.50820e-05  -1.55410e-06  
4.01770e-05  3.53643e-05  -4.81269e-06  
2.50744e-05  2.60637e-05  9.89283e-07  
1.64063e-05  1.80467e-05  1.64046e-06  
9.02203e-06  1.17396e-05  2.71761e-06  

Peak Nr:   459        Frequency (ppm):  -0.04044   
Exp. Ampl    Fit. Ampl    Diff        
5.85771e-05  6.17654e-05  3.18836e-06  
6.41788e-05  5.90249e-05  -5.15392e-06  
4.92812e-05  5.35985e-05  4.31725e-06  
4.67001e-05  4.62485e-05  -4.51683e-07  
4.20340e-05  3.79186e-05  -4.11541e-06  
3.03777e-05  2.95425e-05  -8.35199e-07  
1.87992e-05  2.18711e-05  3.07192e-06  
1.50118e-05  1.53858e-05  3.74079e-07  

Peak Nr:   460        Frequency (ppm):  -0.03879   
Exp. Ampl    Fit. Ampl    Diff        
5.98841e-05  6.23947e-05  2.51058e-06  
5.94937e-05  5.97827e-05  2.89019e-07  
5.43481e-05  5.45897e-05  2.41601e-07  
4.78796e-05  4.75066e-05  -3.73024e-07  
4.35725e-05  3.93992e-05  -4.17330e-06  
3.43577e-05  3.11417e-05  -3.21597e-06  
2.09868e-05  2.34587e-05  2.47187e-06  
6.09568e-06  1.68412e-05  1.07455e-05  

Peak Nr:   461        Frequency (ppm):  -0.03751   
Exp. Ampl    Fit. Ampl    Diff        
6.27621e-05  6.54637e-05  2.70155e-06  
6.51326e-05  6.24237e-05  -2.70883e-06  
5.63674e-05  5.64246e-05  5.72101e-08  
4.32144e-05  4.83456e-05  5.13119e-06  
4.48107e-05  3.92642e-05  -5.54647e-06  
3.19895e-05  3.02287e-05  -1.76079e-06  
2.20878e-05  2.20603e-05  -2.74408e-08  
5.03672e-06  1.52607e-05  1.02240e-05  

Peak Nr:   462        Frequency (ppm):  -0.03586   
Exp. Ampl    Fit. Ampl    Diff        
5.73292e-05  6.39418e-05  6.61266e-06  
6.95278e-05  6.10634e-05  -8.46447e-06  
5.18789e-05  5.53698e-05  3.49089e-06  
4.61861e-05  4.76718e-05  1.48571e-06  
4.31486e-05  3.89699e-05  -4.17875e-06  
3.14545e-05  3.02487e-05  -1.20581e-06  
2.47133e-05  2.22936e-05  -2.41974e-06  
7.64979e-06  1.56009e-05  7.95111e-06  

Peak Nr:   463        Frequency (ppm):  -0.03439   
Exp. Ampl    Fit. Ampl    Diff        
5.98536e-05  6.61547e-05  6.30111e-06  
6.82472e-05  6.35527e-05  -4.69459e-06  
5.57769e-05  5.83583e-05  2.58142e-06  
5.29912e-05  5.12233e-05  -1.76792e-06  
4.82486e-05  4.29747e-05  -5.27393e-06  
3.76768e-05  3.44640e-05  -3.21275e-06  
2.48761e-05  2.64189e-05  1.54278e-06  
1.27060e-05  1.93579e-05  6.65189e-06  

Peak Nr:   464        Frequency (ppm):  -0.03292   
Exp. Ampl    Fit. Ampl    Diff        
6.28159e-05  6.89397e-05  6.12385e-06  
7.15075e-05  6.63241e-05  -5.18344e-06  
6.10969e-05  6.10908e-05  -6.09789e-09  
4.97645e-05  5.38746e-05  4.11009e-06  
5.05528e-05  4.54863e-05  -5.06657e-06  
4.45242e-05  3.67697e-05  -7.75447e-06  
2.54957e-05  2.84580e-05  2.96229e-06  
1.44190e-05  2.10873e-05  6.66824e-06  

Peak Nr:   465        Frequency (ppm):  -0.03146   
Exp. Ampl    Fit. Ampl    Diff        
6.66372e-05  7.14397e-05  4.80253e-06  
7.52709e-05  6.82949e-05  -6.97602e-06  
5.90798e-05  6.20644e-05  2.98460e-06  
5.04030e-05  5.36171e-05  3.21403e-06  
4.64467e-05  4.40304e-05  -2.41633e-06  
4.28270e-05  3.43732e-05  -8.45380e-06  
2.16603e-05  2.55091e-05  3.84879e-06  
1.31666e-05  1.79959e-05  4.82934e-06  

Peak Nr:   466        Frequency (ppm):  -0.02999   
Exp. Ampl    Fit. Ampl    Diff        
6.94325e-05  7.24299e-05  2.99743e-06  
7.06761e-05  6.93616e-05  -1.31442e-06  
6.08423e-05  6.32665e-05  2.42425e-06  
5.85439e-05  5.49644e-05  -3.57952e-06  
4.46271e-05  4.54805e-05  8.53442e-07  
4.52123e-05  3.58455e-05  -9.36682e-06  
2.23160e-05  2.69090e-05  4.59292e-06  
1.19821e-05  1.92403e-05  7.25824e-06  

Peak Nr:   467        Frequency (ppm):  -0.02852   
Exp. Ampl    Fit. Ampl    Diff        
6.51379e-05  7.08306e-05  5.69276e-06  
7.10636e-05  6.80933e-05  -2.97032e-06  
5.94617e-05  6.26227e-05  3.16103e-06  
5.72915e-05  5.50940e-05  -2.19756e-06  
5.29052e-05  4.63667e-05  -6.53853e-06  
4.27380e-05  3.73305e-05  -5.40744e-06  
2.53023e-05  2.87519e-05  3.44968e-06  
1.01677e-05  2.11843e-05  1.10166e-05  

Peak Nr:   468        Frequency (ppm):  -0.02705   
Exp. Ampl    Fit. Ampl    Diff        
7.20502e-05  7.77671e-05  5.71685e-06  
7.76779e-05  7.45165e-05  -3.16139e-06  
6.86717e-05  6.80533e-05  -6.18462e-07  
5.64753e-05  5.92360e-05  2.76064e-06  
5.57751e-05  4.91412e-05  -6.63392e-06  
4.51023e-05  3.88560e-05  -6.24629e-06  
2.52583e-05  2.92827e-05  4.02438e-06  
1.30108e-05  2.10331e-05  8.02230e-06  

Peak Nr:   469        Frequency (ppm):  -0.02559   
Exp. Ampl    Fit. Ampl    Diff        
7.92241e-05  7.84953e-05  -7.28763e-07  
7.53141e-05  7.56414e-05  3.27306e-07  
6.50335e-05  6.99168e-05  4.88327e-06  
6.26773e-05  6.19883e-05  -6.88926e-07  
5.86432e-05  5.27146e-05  -5.92858e-06  
4.83493e-05  4.30000e-05  -5.34930e-06  
2.56008e-05  3.36444e-05  8.04358e-06  
2.48768e-05  2.52501e-05  3.73325e-07  

Peak Nr:   470        Frequency (ppm):  -0.02412   
Exp. Ampl    Fit. Ampl    Diff        
7.96161e-05  8.45317e-05  4.91562e-06  
8.56472e-05  8.12107e-05  -4.43654e-06  
6.96121e-05  7.45805e-05  4.96840e-06  
6.75599e-05  6.54720e-05  -2.08792e-06  
6.34927e-05  5.49402e-05  -8.55258e-06  
4.33211e-05  4.40712e-05  7.50068e-07  
3.37084e-05  3.37938e-05  8.53866e-08  
1.84661e-05  2.47707e-05  6.30462e-06  

Peak Nr:   471        Frequency (ppm):  -0.02247   
Exp. Ampl    Fit. Ampl    Diff        
8.78831e-05  9.21071e-05  4.22400e-06  
9.55338e-05  8.88136e-05  -6.72016e-06  
6.69263e-05  8.22008e-05  1.52745e-05  
7.96836e-05  7.30269e-05  -6.65661e-06  
7.48918e-05  6.22712e-05  -1.26206e-05  
5.15797e-05  5.09697e-05  -6.09998e-07  
4.13487e-05  4.00449e-05  -1.30384e-06  
1.59018e-05  3.01990e-05  1.42972e-05  

Peak Nr:   472        Frequency (ppm):  -0.02119   
Exp. Ampl    Fit. Ampl    Diff        
1.00117e-04  9.35211e-05  -6.59642e-06  
7.99982e-05  9.01328e-05  1.01346e-05  
7.62321e-05  8.33349e-05  7.10273e-06  
8.08021e-05  7.39165e-05  -6.88557e-06  
7.17301e-05  6.28947e-05  -8.83547e-06  
5.77845e-05  5.13413e-05  -6.44311e-06  
3.51065e-05  4.02061e-05  5.09957e-06  
1.95788e-05  3.02055e-05  1.06268e-05  

Peak Nr:   473        Frequency (ppm):  -0.01972   
Exp. Ampl    Fit. Ampl    Diff        
8.63690e-05  1.00032e-04  1.36631e-05  
1.04343e-04  9.61327e-05  -8.21003e-06  
9.04059e-05  8.83440e-05  -2.06198e-06  
8.14653e-05  7.76349e-05  -3.83040e-06  
6.93938e-05  6.52373e-05  -4.15651e-06  
5.75131e-05  5.24229e-05  -5.09019e-06  
3.54056e-05  4.02828e-05  4.87727e-06  
2.54027e-05  2.96001e-05  4.19736e-06  

Peak Nr:   474        Frequency (ppm):  -0.01807   
Exp. Ampl    Fit. Ampl    Diff        
8.10161e-05  9.98477e-05  1.88316e-05  
1.01726e-04  9.64616e-05  -5.26442e-06  
9.28397e-05  8.96429e-05  -3.19677e-06  
8.49735e-05  8.01350e-05  -4.83848e-06  
8.40621e-05  6.89065e-05  -1.51555e-05  
6.81346e-05  5.69971e-05  -1.11374e-05  
3.64968e-05  4.53514e-05  8.85460e-06  
2.33139e-05  3.47115e-05  1.13976e-05  

Peak Nr:   475        Frequency (ppm):  -0.01660   
Exp. Ampl    Fit. Ampl    Diff        
8.65668e-05  1.04603e-04  1.80366e-05  
1.02612e-04  1.01475e-04  -1.13690e-06  
9.26051e-05  9.51335e-05  2.52838e-06  
9.66124e-05  8.61931e-05  -1.04192e-05  
9.94240e-05  7.54683e-05  -2.39556e-05  
7.25928e-05  6.38601e-05  -8.73275e-06  
4.24922e-05  5.22225e-05  9.73037e-06  
2.67756e-05  4.12715e-05  1.44959e-05  

Peak Nr:   476        Frequency (ppm):  -0.01514   
Exp. Ampl    Fit. Ampl    Diff        
8.23909e-05  1.09069e-04  2.66785e-05  
1.03307e-04  1.05868e-04  2.56141e-06  
1.07085e-04  9.93741e-05  -7.71054e-06  
1.01659e-04  9.02043e-05  -1.14550e-05  
1.08932e-04  7.91801e-05  -2.97517e-05  
7.77630e-05  6.72140e-05  -1.05490e-05  
4.89353e-05  5.51758e-05  6.24048e-06  
2.53222e-05  4.38010e-05  1.84788e-05  

Peak Nr:   477        Frequency (ppm):  -0.01367   
Exp. Ampl    Fit. Ampl    Diff        
8.92930e-05  1.15784e-04  2.64913e-05  
1.16658e-04  1.12653e-04  -4.00490e-06  
1.10201e-04  1.06278e-04  -3.92362e-06  
1.06123e-04  9.72183e-05  -8.90505e-06  
1.08064e-04  8.62281e-05  -2.18362e-05  
8.94019e-05  7.41590e-05  -1.52429e-05  
6.02181e-05  6.18421e-05  1.62408e-06  
3.19732e-05  5.00047e-05  1.80316e-05  

Peak Nr:   478        Frequency (ppm):  -0.01220   
Exp. Ampl    Fit. Ampl    Diff        
1.16464e-04  1.33899e-04  1.74342e-05  
1.33371e-04  1.30432e-04  -2.93949e-06  
1.15211e-04  1.23360e-04  8.14942e-06  
1.23628e-04  1.13280e-04  -1.03481e-05  
1.24144e-04  1.00996e-04  -2.31483e-05  
1.02347e-04  8.74275e-05  -1.49195e-05  
6.45907e-05  7.34812e-05  8.89048e-06  
4.29411e-05  5.99637e-05  1.70227e-05  

Peak Nr:   479        Frequency (ppm):  -0.01074   
Exp. Ampl    Fit. Ampl    Diff        
1.30798e-04  1.50860e-04  2.00623e-05  
1.46949e-04  1.46722e-04  -2.26787e-07  
1.27202e-04  1.38303e-04  1.11013e-05  
1.40764e-04  1.26352e-04  -1.44125e-05  
1.45895e-04  1.11875e-04  -3.40201e-05  
1.11688e-04  9.60081e-05  -1.56796e-05  
6.76440e-05  7.98537e-05  1.22097e-05  
3.88836e-05  6.43718e-05  2.54882e-05  

Peak Nr:   480        Frequency (ppm):  -0.00909   
Exp. Ampl    Fit. Ampl    Diff        
1.63660e-04  1.89160e-04  2.54996e-05  
1.76479e-04  1.83763e-04  7.28402e-06  
1.71370e-04  1.72799e-04  1.42938e-06  
1.75016e-04  1.57284e-04  -1.77326e-05  
1.79058e-04  1.38571e-04  -4.04866e-05  
1.30699e-04  1.18175e-04  -1.25236e-05  
8.81964e-05  9.75520e-05  9.35557e-06  
4.22516e-05  7.79477e-05  3.56962e-05  

Peak Nr:   481        Frequency (ppm):  -0.00560   
Exp. Ampl    Fit. Ampl    Diff        
2.15465e-03  2.12899e-03  -2.56651e-05  
1.94525e-03  1.96671e-03  2.14580e-05  
1.64704e-03  1.66177e-03  1.47298e-05  
1.27668e-03  1.28430e-03  7.61756e-06  
9.33860e-04  9.07810e-04  -2.60499e-05  
5.91705e-04  5.86964e-04  -4.74058e-06  
3.39247e-04  3.47131e-04  7.88355e-06  
1.77709e-04  1.87775e-04  1.00661e-05  

Peak Nr:   482        Frequency (ppm):  0.00008    
Exp. Ampl    Fit. Ampl    Diff        
8.28303e-02  8.26465e-02  -1.83824e-04  
7.49899e-02  7.52721e-02  2.82149e-04  
6.17349e-02  6.17136e-02  -2.12194e-05  
4.56193e-02  4.55477e-02  -7.15819e-05  
3.03510e-02  3.02591e-02  -9.19915e-05  
1.80949e-02  1.80971e-02  2.20083e-06  
9.65321e-03  9.74318e-03  8.99713e-05  
4.63036e-03  4.72205e-03  9.16910e-05  

Peak Nr:   483        Frequency (ppm):  0.00522    
Exp. Ampl    Fit. Ampl    Diff        
2.85336e-03  2.84817e-03  -5.19319e-06  
2.50757e-03  2.51236e-03  4.79113e-06  
1.91516e-03  1.92445e-03  9.28681e-06  
1.29387e-03  1.28009e-03  -1.37744e-05  
7.40270e-04  7.39328e-04  -9.42379e-07  
3.61413e-04  3.70833e-04  9.41965e-06  
1.63731e-04  1.61521e-04  -2.20980e-06  
5.91048e-05  6.10925e-05  1.98772e-06  

Peak Nr:   484        Frequency (ppm):  0.01072    
Exp. Ampl    Fit. Ampl    Diff        
1.98492e-04  9.41924e-05  -1.04299e-04  
1.29433e-04  8.66695e-05  -4.27633e-05  
6.32349e-05  7.26190e-05  9.38404e-06  
-1.92035e-05  5.54074e-05  7.46109e-05  
-7.56859e-05  3.84936e-05  1.14179e-04  
-7.90323e-05  2.43538e-05  1.03386e-04  
-5.37571e-05  1.40307e-05  6.77877e-05  
-2.96437e-05  7.36078e-06  3.70045e-05  

Peak Nr:   485        Frequency (ppm):  0.01218    
Exp. Ampl    Fit. Ampl    Diff        
1.57938e-04  5.56599e-05  -1.02278e-04  
9.90388e-05  5.18532e-05  -4.71856e-05  
3.66033e-05  4.46065e-05  8.00324e-06  
-2.99400e-05  3.54332e-05  6.53731e-05  
-7.53949e-05  2.59887e-05  1.01384e-04  
-7.65212e-05  1.76023e-05  9.41234e-05  
-5.27190e-05  1.10089e-05  6.37278e-05  
-3.25859e-05  6.35777e-06  3.89437e-05  

Peak Nr:   486        Frequency (ppm):  0.01365    
Exp. Ampl    Fit. Ampl    Diff        
1.49314e-04  4.78326e-05  -1.01481e-04  
8.83337e-05  4.44961e-05  -4.38376e-05  
1.72766e-05  3.81589e-05  2.08823e-05  
-3.38005e-05  3.01679e-05  6.39684e-05  
-6.92525e-05  2.19858e-05  9.12383e-05  
-6.80817e-05  1.47719e-05  8.28536e-05  
-4.87716e-05  9.14965e-06  5.79212e-05  
-3.09676e-05  5.22454e-06  3.61921e-05  

Peak Nr:   487        Frequency (ppm):  0.01512    
Exp. Ampl    Fit. Ampl    Diff        
1.34816e-04  3.86493e-05  -9.61666e-05  
7.86718e-05  3.60403e-05  -4.26315e-05  
1.55680e-05  3.10665e-05  1.54985e-05  
-3.90014e-05  2.47542e-05  6.37556e-05  
-6.89554e-05  1.82321e-05  8.71875e-05  
-6.73806e-05  1.24137e-05  7.97942e-05  
-4.00381e-05  7.81299e-06  4.78511e-05  
-3.05011e-05  4.54559e-06  3.50467e-05  

Peak Nr:   488        Frequency (ppm):  0.01658    
Exp. Ampl    Fit. Ampl    Diff        
1.17231e-04  3.27049e-05  -8.45264e-05  
6.54640e-05  3.05407e-05  -3.49233e-05  
1.73110e-05  2.64056e-05  9.09460e-06  
-3.38709e-05  2.11380e-05  5.50089e-05  
-6.10885e-05  1.56660e-05  7.67545e-05  
-5.81298e-05  1.07504e-05  6.88802e-05  
-3.87985e-05  6.83028e-06  4.56288e-05  
-2.60304e-05  4.01796e-06  3.00484e-05  

Peak Nr:   489        Frequency (ppm):  0.01805    
Exp. Ampl    Fit. Ampl    Diff        
1.10020e-04  3.09250e-05  -7.90953e-05  
5.38537e-05  2.87955e-05  -2.50582e-05  
1.57655e-05  2.47447e-05  8.97924e-06  
-2.74198e-05  1.96239e-05  4.70437e-05  
-5.80523e-05  1.43617e-05  7.24139e-05  
-5.12660e-05  9.70038e-06  6.09664e-05  
-3.75549e-05  6.04667e-06  4.36016e-05  
-2.13545e-05  3.47847e-06  2.48329e-05  

Peak Nr:   490        Frequency (ppm):  0.01952    
Exp. Ampl    Fit. Ampl    Diff        
9.00672e-05  2.31844e-05  -6.68827e-05  
5.36728e-05  2.17296e-05  -3.19432e-05  
1.19628e-05  1.89341e-05  6.97125e-06  
-2.64332e-05  1.53382e-05  4.17714e-05  
-5.01652e-05  1.15510e-05  6.17162e-05  
-4.79071e-05  8.08761e-06  5.59947e-05  
-3.22345e-05  5.26453e-06  3.74990e-05  
-2.23997e-05  3.18593e-06  2.55857e-05  

Peak Nr:   491        Frequency (ppm):  0.02117    
